	Review	Liked
2394	So good I am going to have to review this place twice - once hereas a tribute to the place and once as a tribute to an event held here last night.	1
2395	lovelorn	0
2396	5 stars for the brick oven bread app!	1
2397	unfinish	0
2398	deadlock	0
2399	hard-work	1
2400	exagger	0
2401	I was so insulted.	0
2402	splendidli	1
2403	fissur	0
2404	the potatoes were great and so was the biscuit.	1
2405	They brought a fresh batch of fries and I was thinking yay something warm but no!	0
2406	gem	1
2407	sting	0
2408	powerless	0
2409	They have a plethora of salads and sandwiches, and everything I've tried gets my seal of approval.	1
2410	Will go back next trip out.	1
2411	alarm	0
2412	I'd love to go back.	1
2413	needlessli	0
2414	chivalri	1
2415	resound	1
2416	bonni	1
2417	If someone orders two tacos don't' you think it may be part of customer service to ask if it is combo or ala cart?	0
2418	harpi	0
2419	suitabl	1
2420	enemi	0
2421	It was packed!!	0
2422	I guess maybe we went on an off night but it was disgraceful.	0
2423	goad	0
2424	outshon	1
2425	dispirit	0
2426	adulteri	0
2427	Food was average at best.	0
2428	cataclysm	0
2429	Much better than the other AYCE sushi place I went to in Vegas.	1
2430	froze	0
2431	Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.	0
2432	Loved it...friendly servers, great food, wonderful and imaginative menu.	1
2433	inadequaci	0
2434	impeach	0
2435	This place is way too overpriced for mediocre food.	0
2436	embattl	0
2437	uninsur	0
2438	sob	0
2439	I would not recommend this place.	0
2440	depressingli	0
2441	fragil	0
2442	taboo	0
2443	sumptuous	1
2444	crisp	1
2445	acerb	0
2446	sumptuou	1
2447	It was attached to a gas station, and that is rarely a good sign.	0
2448	chasten	0
2449	viewabl	1
2450	verifi	1
2451	bia	0
2452	compliant	1
2453	laud	1
2454	I'll definitely be in soon again.	1
2455	empti	0
2456	Thus far, have only visited twice and the food was absolutely delicious each time.	1
2457	unabl	0
2458	unclear	0
2459	grappl	0
2460	ugh	0
2461	indoctrin	0
2462	expens	0
2463	I hate those things as much as cheap quality black olives.	0
2464	resili	1
2465	judder	0
2466	rile	0
2467	ideal	1
2468	nonrespons	0
2469	The bartender was also nice.	1
2470	lech	0
2471	scrambl	0
2472	indignantli	0
2473	effronteri	0
2474	Service is friendly and inviting.	1
2475	The worst was the salmon sashimi.	0
2476	attent	1
2477	modest	1
2478	inexor	0
2479	calumni	0
2480	deviat	0
2481	temptingli	1
2482	profan	0
2483	foolhardi	0
2484	inexplain	0
2485	declin	0
2486	confess	0
2487	Some highlights : Great quality nigiri here!	1
2488	impugn	0
2489	I had a salad with the wings, and some ice cream for dessert and left feeling quite satisfied.	1
2490	stabl	1
2491	spoil	0
2492	He also came back to check on us regularly, excellent service.	1
2493	falter	0
2494	matur	1
2495	pernici	0
2496	askanc	0
2497	brood	0
2498	So absolutley fantastic.	1
2499	I started this review with two stars, but I'm editing it to give it only one.	0
2500	unfound	0
2501	damper	0
2502	profound	1
2503	fearless	1
2504	wick	0
2505	stoog	0
2506	eagerli	1
2507	bemoan	0
2508	lazi	0
2509	admonish	0
2510	carnag	0
2511	The cashew cream sauce was bland and the vegetables were undercooked.	0
2512	unintelligil	0
2513	breach	0
2514	amaz	1
2515	lame	0
2516	lower-pr	1
2517	zenith	1
2518	culprit	0
2519	bitterli	0
2520	elat	1
2521	2-face	0
2522	dwindl	0
2523	I tried the Cape Cod ravoli, chicken, with cranberry...mmmm!	1
2524	detach	1
2525	Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.	0
2526	shirk	0
2527	infirm	0
2528	eas	1
2529	dismiss	0
2530	priceless	1
2531	staunchli	1
2532	hum	0
2533	thought	1
2534	suppress	0
2535	vent	0
2536	fortun	1
2537	atrophi	0
2538	thumbs-down	0
2539	dishonor	0
2540	cruelli	0
2541	inim	0
2542	Highly unprofessional and rude to a loyal patron!	0
2543	sinisterli	0
2544	irredeem	0
2545	The wontons were thin, not thick and chewy, almost melt in your mouth.	1
2546	unneed	0
2547	danger	0
2548	Stopped by during the late May bank holiday off Rick Steve recommendation and loved it.	1
2549	sadli	0
2550	Nicest Chinese restaurant I've been in a while.	1
2551	Great steak, great sides, great wine, amazing desserts.	1
2552	TOTAL WASTE OF TIME.	0
2553	Update.....went back for a second time and it was still just as amazing	1
2554	appal	0
2555	disingenu	0
2556	misapprehend	0
2557	unsuccess	0
2558	Once your food arrives it's meh.	0
2559	discriminatori	0
2560	mendac	0
2561	suspicion	0
2562	banal	0
2563	The food was delicious, our bartender was attentive and personable AND we got a great deal!	1
2564	worthi	1
2565	rake	0
2566	forg	0
2567	We aren't ones to make a scene at restaurants but I just don't get it...definitely lost the love after this one!	0
2568	heavyheart	0
2569	perfidi	0
2570	untrustworthi	0
2571	sugarco	0
2572	Talk about great customer service of course we will be back.	1
2573	indetermin	0
2574	zealou	0
2575	unwatch	0
2576	satir	0
2577	wealthi	1
2578	Waitress was sweet and funny.	1
2579	bowdler	0
2580	disaffect	0
2581	buoyant	1
2582	slur	0
2583	cleverli	1
2584	hatr	0
2585	desir	1
2586	dignifi	1
2587	deaf	0
2588	We asked for the bill to leave without eating and they didn't bring that either.	0
2589	This place is like Chipotle, but BETTER.	1
2590	fidel	1
2591	astound	1
2592	revil	0
2593	nonexist	0
2594	recalcitr	0
2595	trauma	0
2596	anxieti	0
2597	capabl	1
2598	My wife had the Lobster Bisque soup which was lukewarm.	0
2599	swift	1
2600	sidetrack	0
2601	swanki	1
2602	guil	0
2603	unfeel	0
2604	meddlesom	0
2605	The first time I ever came here I had an amazing experience, I still tell people how awesome the duck was.	1
2606	furor	0
2607	applaud	1
2608	mundan	0
2609	peevish	0
2610	Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.	0
2611	nauseatingli	0
2612	This is the place where I first had pho and it was amazing!!	1
2613	privileg	1
2614	swindl	0
2615	derid	0
2616	wedg	0
2617	pre-emin	1
2618	ador	1
2619	indiscern	0
2620	aw	0
2621	My friend loved the salmon tartar.	1
2622	It wasn't busy at all and now we know why.	0
2623	glamor	1
2624	inflex	0
2625	unfulfil	0
2626	I loved the bacon wrapped dates.	1
2627	I LOVED it!	1
2628	"The servers went back and forth several times, not even so much as an ""Are you being helped?"""	0
2629	sharp	1
2630	intermitt	0
2631	nobl	1
2632	spooki	0
2633	trickeri	0
2634	handili	1
2635	After waiting an hour and being seated, I was not in the greatest of moods.	0
2636	If you stay in Vegas you must get breakfast here at least once.	1
2637	confound	0
2638	reveng	0
2639	backwood	0
2640	goodli	1
2641	proud	1
2642	obliqu	0
2643	exorbitant	0
2644	redempt	1
2645	strict	0
2646	stingi	0
2647	respons	1
2648	I had about two bites and refused to eat anymore.	0
2649	over-valu	0
2650	Great place fo take out or eat in.	1
2651	resplend	1
2652	high-pric	0
2653	fell	0
2654	provoc	0
2655	radic	0
2656	strut	0
2657	underpow	0
2658	immov	0
2659	Ample portions and good prices.	1
2660	(It wasn't busy either) Also, the building was FREEZING cold.	0
2661	clear-cut	1
2662	shroud	0
2663	I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.	0
2664	reaffirm	1
2665	queer	0
2666	bloodsh	0
2667	The chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside.	1
2668	hale	1
2669	amus	1
2670	expropri	0
2671	Service was fine and the waitress was friendly.	1
2672	rival	0
2673	fume	0
2674	lecher	0
2675	imparti	1
2676	well	1
2677	leak	0
2678	smudg	0
2679	pillori	0
2680	dubious	0
2681	dismal	0
2682	dirti	0
2683	flabbergast	0
2684	courag	1
2685	fame	1
2686	fat	0
2687	This hole in the wall has great Mexican street tacos, and friendly staff.	1
2688	consist	1
2689	stupifi	0
2690	enchant	1
2691	fate	0
2692	diversifi	1
2693	personag	1
2694	I'm not really sure how Joey's was voted best hot dog in the Valley by readers of Phoenix Magazine.	0
2695	oversimplif	0
2696	subdu	0
2697	giddi	0
2698	dedic	1
2699	shabbi	0
2700	sore	0
2701	intransig	0
2702	futurist	1
2703	simplest	1
2704	mercilessli	0
2705	violent	0
2706	righten	1
2707	Tasted like dirt.	0
2708	ineffici	0
2709	improp	0
2710	irrat	0
2711	hefti	0
2712	come	1
2713	dissapoint	0
2714	punk	0
2715	remuner	1
2716	glorious	1
2717	excess	0
2718	neg	0
2719	unnot	0
2720	scandel	0
2721	terror-gen	0
2722	veng	0
2723	mash	0
2724	calam	0
2725	feint	0
2726	kooki	0
2727	sweet	1
2728	The food is very good for your typical bar food.	1
2729	hysteria	0
2730	humid	0
2731	taunt	0
2732	beauteou	1
2733	The cow tongue and cheek tacos are amazing.	1
2734	disaffirm	0
2735	repress	0
2736	over-aw	0
2737	bolster	1
2738	defam	0
2739	impos	0
2740	Bad day or not, I have a very low tolerance for rude customer service people, it is your job to be nice and polite, wash dishes otherwise!!	0
2741	prettili	1
2742	fugit	0
2743	excit	1
2744	moot	0
2745	denigr	0
2746	lawless	0
2747	patient	1
2748	sweetli	1
2749	togeth	1
2750	Very good food, great atmosphere.1	1
2751	infiltr	0
2752	pugnaci	0
2753	stammer	0
2754	solac	1
2755	All I have to say is the food was amazing!!!	1
2756	slick	1
2757	trustworthi	1
2758	Pricing is a bit of a concern at Mellow Mushroom.	0
2759	worthless	0
2760	lowli	0
2761	As much as I'd like to go back, I can't get passed the atrocious service and will never return.	0
2762	Del Taco is pretty nasty and should be avoided if possible.	0
2763	murki	0
2764	elegantli	1
2765	So flavorful and has just the perfect amount of heat.	1
2766	intens	0
2767	rip-off	0
2768	blameworthi	0
2769	blatantli	0
2770	less-develop	0
2771	I find wasting food to be despicable, but this just wasn't food.	0
2772	unsur	0
2773	fusti	0
2774	strife	0
2775	Which are small and not worth the price.	0
2776	We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.	1
2777	!....THE OWNERS REALLY REALLY need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one!	0
2778	straggler	0
2779	"It was extremely ""crumby"" and pretty tasteless."	0
2780	ergonom	1
2781	I would recommend saving room for this!	1
2782	inflamm	0
2783	glitter	1
2784	overaw	0
2785	conserv	0
2786	excitingli	1
2787	insular	0
2788	myth	0
2789	disillusion	0
2790	maneuver	1
2791	The seasonal fruit was fresh white peach puree.	1
2792	unders	0
2793	I liked the patio and the service was outstanding.	1
2794	Never had anything to complain about here.	1
2795	hindranc	0
2796	This place is pretty good, nice little vibe in the restaurant.	1
2797	self-critic	0
2798	affirm	1
2799	scarier	0
2800	brainiest	1
2801	hasti	0
2802	favour	1
2803	ignomini	0
2804	stormi	0
2805	The fries were not hot, and neither was my burger.	0
2806	castig	0
2807	My husband and I ate lunch here and were very disappointed with the food and service.	0
2808	jerk	0
2809	resourc	1
2810	painful	0
2811	mighti	1
2812	loyalti	1
2813	This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.	0
2814	well-manag	1
2815	anarchist	0
2816	rebuff	0
2817	Of all the dishes, the salmon was the best, but all were great.	1
2818	frost	0
2819	squash	0
2820	bragger	0
2821	indistinguish	0
2822	err	0
2823	poison	0
2824	strong	1
2825	picturesqu	1
2826	invigor	1
2827	spurn	0
2828	insultingli	0
2829	shame	0
2830	adjust	1
2831	hardbal	0
2832	gawk	0
2833	perfid	0
2834	self-satisfact	1
2835	bogu	0
2836	open	1
2837	drag	0
2838	mudsling	0
2839	faster	1
2840	"As for the ""mains,"" also uninspired."	0
2841	encouragingli	1
2842	retract	1
2843	The menu is always changing, food quality is going down & service is extremely slow.	0
2844	I was proven dead wrong by this sushi bar, not only because the quality is great, but the service is fast and the food, impeccable.	1
2845	The service was outshining & I definitely recommend the Halibut.	1
2846	patienc	1
2847	fervidli	1
2848	guilt	0
2849	brand-new	1
2850	Would not go back.	0
2851	There was a warm feeling with the service and I felt like their guest for a special treat.	1
2852	quarrel	0
2853	oppress	0
2854	neurot	0
2855	unspecifi	0
2856	unworthi	0
2857	unwork	0
2858	sinist	0
2859	lonesom	0
2860	guidanc	1
2861	fustig	0
2862	unproven	0
2863	dizzi	0
2864	inhuman	0
2865	I'm not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place.	0
2866	punctual	1
2867	cash-strap	0
2868	subjug	0
2869	plagu	0
2870	There is so much good food in Vegas that I feel cheated for wasting an eating opportunity by going to Rice and Company.	0
2871	brash	0
2872	When my mom and I got home she immediately got sick and she only had a few bites of salad.	0
2873	gracious	1
2874	downfal	0
2875	misread	0
2876	abruptli	0
2877	conscienti	1
2878	rejoic	1
2879	After I pulled up my car I waited for another 15 minutes before being acknowledged.	0
2880	distinct	1
2881	dope	0
2882	roomier	1
2883	animos	0
2884	precari	0
2885	It's a great place and I highly recommend it.	1
2886	gape	0
2887	forlorn	0
2888	gallantli	1
2889	disrupt	0
2890	hoax	0
2891	infract	0
2892	simplist	0
2893	lag	0
2894	halfheart	0
2895	cave	0
2896	An extensive menu provides lots of options for breakfast.	1
2897	revok	0
2898	compat	1
2899	boggl	0
2900	left-lean	0
2901	convincingli	1
2902	uncr	0
2903	importun	0
2904	elimin	0
2905	prate	0
2906	The building itself seems pretty neat, the bathroom is pretty trippy, but I wouldn't eat here again.	0
2907	live	1
2908	If you want healthy authentic or ethic food, try this place.	1
2909	debilit	0
2910	lunat	0
2911	tyrann	0
2912	cost-sav	1
2913	Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.	0
2914	sturdier	1
2915	wholesom	1
2916	After one bite, I was hooked.	1
2917	unlaw	0
2918	unemploy	0
2919	stole	0
2920	insubstanti	0
2921	This is a good joint.	1
2922	impract	0
2923	spendi	0
2924	influenti	1
2925	loot	0
2926	martyrdom-seek	0
2927	gabbl	0
2928	doom	0
2929	malign	0
2930	grind	0
2931	miracul	1
2932	glut	0
2933	procrastin	0
2934	invis	0
2935	celebratori	1
2936	inappropri	0
2937	grief	0
2938	enfeebl	0
2939	I hope this place sticks around.	1
2940	This place is horrible and way overpriced.	0
2941	impair	0
2942	adapt	1
2943	endang	0
2944	cring	0
2945	meltdown	0
2946	Try them in the airport to experience some tasty food and speedy, friendly service.	1
2947	obtain	1
2948	feisti	1
2949	careless	0
2950	anger	0
2951	irragular	0
2952	I got to enjoy the seafood salad, with a fabulous vinegrette.	1
2953	desecr	0
2954	ill-fat	0
2955	accident	0
2956	pluss	1
2957	seeth	0
2958	creepi	0
2959	gift	1
2960	best-perform	1
2961	reject	0
2962	meager	0
2963	judici	1
2964	jealousi	0
2965	gaili	1
2966	instrument	1
2967	ridicul	0
2968	better-than-expect	1
2969	flimsi	0
2970	manic	0
2971	Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.	0
2972	sarcast	0
2973	nicest	1
2974	enerv	0
2975	The service was a bit lacking.	0
2976	self-determin	1
2977	unhealthi	0
2978	recessionari	0
2979	hurt	0
2980	pleasur	1
2981	lanki	0
2982	defer	1
2983	high-qual	1
2984	compliment	1
2985	panicki	0
2986	avail	1
2987	tumbl	0
2988	Great food.	1
2989	beli	0
2990	morbid	0
2991	rip	0
2992	"Service is quick and even ""to go"" orders are just like we like it!"	1
2993	the spaghetti is nothing special whatsoever.	0
2994	panoram	1
2995	unfriendli	0
2996	I really enjoyed Crema Café before they expanded. I even told friends they had the BEST breakfast.	1
2997	screw	0
2998	At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.	1
2999	cozi	1
3000	needless	0
3001	defici	0
3002	rampag	0
3003	stiff	0
3004	heroin	1
3005	negat	0
3006	bemus	0
3007	proactiv	1
3008	predica	0
3009	faint	0
3010	strikingli	1
3011	fragment	0
3012	I love the decor with the Chinese calligraphy wall paper.	1
3013	beguil	0
3014	hands-down	1
3015	awestruck	1
3016	gratifi	1
3017	life-threaten	0
3018	dislik	0
3019	cri	0
3020	Very good, though!	1
3021	disagre	0
3022	slut	0
3023	compassion	1
3024	galor	1
3025	There is not a deal good enough that would drag me into that establishment again.	0
3026	At least think to refill my water before I struggle to wave you over for 10 minutes.	0
3027	despot	0
3028	I'm super pissd.	0
3029	stainless	1
3030	refut	0
3031	pointless	0
3032	Your staff spends more time talking to themselves than me.	0
3033	gimmick	0
3034	denounc	0
3035	Hot dishes are not hot, cold dishes are close to room temp.I watched staff prepare food with BARE HANDS, no gloves.Everything is deep fried in oil.	0
3036	amiabl	1
3037	steadiest	1
3038	unaccess	0
3039	convinc	1
3040	well-behav	1
3041	uniti	1
3042	And service was super friendly.	1
3043	troublesom	0
3044	nastili	0
3045	prestig	1
3046	blandish	0
3047	The atmosphere here is fun.	1
3048	harass	0
3049	Restaurant is always full but never a wait.	1
3050	counter-attack	1
3051	chatter	0
3052	incompar	0
3053	trampl	0
3054	masteri	1
3055	Great food and great service in a clean and friendly setting.	1
3056	innocu	1
3057	Then our food came out, disappointment ensued.	0
3058	fals	0
3059	freedom	1
3060	jeeringli	0
3061	benevol	1
3062	debas	0
3063	unimport	0
3064	delud	0
3065	instruct	1
3066	worrisom	0
3067	provid	1
3068	woefulli	0
3069	disconcertingli	0
3070	fascism	0
3071	proper	1
3072	horrend	0
3073	frighten	0
3074	deft	1
3075	shadowi	0
3076	crumbl	0
3077	The Burrittos Blah!	0
3078	repugnantli	0
3079	parasit	0
3080	uncollect	0
3081	anarchi	0
3082	adul	1
3083	heresi	0
3084	temper	0
3085	Kids pizza is always a hit too with lots of great side dish options for the kiddos!	1
3086	satisfi	1
3087	lecheri	0
3088	retali	0
3089	mourn	0
3090	squeal	0
3091	agil	1
3092	victori	1
3093	slap	0
3094	pretenc	0
3095	Will be back again!	1
3096	Sorry, I will not be getting food from here anytime soon :(	0
3097	stupidli	0
3098	first time there and might just be the last.	0
3099	wise	1
3100	Our server was very nice and attentive as were the other serving staff.	1
3101	abras	0
3102	Go To Place for Gyros.	1
3103	syndrom	0
3104	dreamland	1
3105	ding	0
3106	hopeless	0
3107	adam	0
3108	Sauce was tasteless.	0
3109	enraptur	1
3110	remedi	1
3111	vibrantli	1
3112	glib	0
3113	distain	0
3114	electrifi	1
3115	overshadow	0
3116	back-log	0
3117	geeki	1
3118	bumpi	0
3119	fanatic	0
3120	apotheosi	1
3121	overweight	0
3122	f**k	0
3123	hope	1
3124	The food came out at a good pace.	1
3125	foolproof	1
3126	gener	1
3127	drunken	0
3128	prosecut	0
3129	accusingli	0
3130	I could eat their bruschetta all day it is devine.	1
3131	craftili	0
3132	stern	0
3133	inequit	0
3134	hotb	0
3135	Same evening, him and I are both drastically sick.	0
3136	hang	0
3137	flag	0
3138	kindli	1
3139	So don't go there if you are looking for good food...	0
3140	aver	1
3141	suprem	1
3142	blast	0
3143	hospit	1
3144	soothingli	1
3145	falsifi	0
3146	And considering the two of us left there very full and happy for about $20, you just can't go wrong.	1
3147	What did bother me, was the slow service.	0
3148	hallucin	0
3149	reactionari	0
3150	rocki	0
3151	pettifog	0
3152	jobless	0
3153	Love this place, hits the spot when I want something healthy but not lacking in quantity or flavor.	1
3154	stricken	0
3155	beggarli	0
3156	qualm	0
3157	well-b	1
3158	dens	0
3159	Must have been an off night at this place.	0
3160	peerless	1
3161	restor	1
3162	Great place to relax and have an awesome burger and beer.	1
3163	deceiv	0
3164	shine	1
3165	oppressor	0
3166	neglect	0
3167	commiser	0
3168	Food is way overpriced and portions are fucking small.	0
3169	swell	0
3170	love	1
3171	extraordinari	1
3172	imprecis	0
3173	dotingli	1
3174	novelti	1
3175	happier	1
3176	stubbornli	0
3177	disgust	0
3178	crash	0
3179	dont go here.	0
3180	fiend	0
3181	demon	0
3182	glee	1
3183	rusti	0
3184	dare	1
3185	inadequ	0
3186	blow	0
3187	top	1
3188	Service was very prompt.	1
3189	downbeat	0
3190	joker	0
3191	stellarli	1
3192	splendor	1
3193	swipe	0
3194	glad	1
3195	scandal	0
3196	I'm not impressed with the concept or the food.	0
3197	adequ	1
3198	longingli	0
3199	farcic	0
3200	brutalis	0
3201	The whole experience was underwhelming, and I think we'll just go to Ninja Sushi next time.	0
3202	bs	0
3203	fallen	0
3204	flaw	0
3205	maddeningli	0
3206	abound	1
3207	shortag	0
3208	sagac	1
3209	laudabl	1
3210	costlier	0
3211	fatuous	0
3212	burn	0
3213	fresher	1
3214	overjoy	1
3215	baseless	0
3216	disbelief	0
3217	infami	0
3218	uncertain	0
3219	sociabl	1
3220	insignificantli	0
3221	spaciou	1
3222	breez	1
3223	disreput	0
3224	insolv	0
3225	My sashimi was poor quality being soggy and tasteless.	0
3226	antipathi	0
3227	destruct	0
3228	first-rat	1
3229	Ryan's Bar is definitely one Edinburgh establishment I won't be revisiting.	0
3230	Everyone is treated equally special.	1
3231	delusion	0
3232	exquisit	1
3233	user-replac	1
3234	flat-out	0
3235	consumm	1
3236	shrilli	0
3237	noisi	0
3238	distinguish	1
3239	This place should honestly be blown up.	0
3240	turbul	0
3241	impend	0
3242	hoodium	0
3243	carefre	1
3244	brashli	0
3245	brotherli	1
3246	But I definitely would not eat here again.	0
3247	wane	0
3248	tremend	1
3249	loneli	0
3250	bonker	0
3251	smoulder	0
3252	The scallop dish is quite appalling for value as well.	0
3253	too bad cause I know it's family owned, I really wanted to like this place.	0
3254	fondli	1
3255	For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.	0
3256	undissolv	0
3257	abort	0
3258	regard	1
3259	egomania	0
3260	Boy was that sucker dry!!.	0
3261	scam	0
3262	pitilessli	0
3263	funnili	0
3264	cheeri	1
3265	origin	1
3266	hassl	0
3267	partisan	0
3268	creativ	1
3269	witti	1
3270	uncomfi	0
3271	It is PERFECT for a sit-down family meal or get together with a few friends.	1
3272	solidar	1
3273	Poor service, the waiter made me feel like I was stupid every time he came to the table.	0
3274	lackey	0
3275	abrad	0
3276	traction	1
3277	idol	1
3278	warmheart	1
3279	fieri	1
3280	insurrect	0
3281	blister	0
3282	regret	0
3283	cloud	0
3284	rancor	0
3285	stifl	0
3286	antiqu	0
3287	unsustain	0
3288	quack	0
3289	insubordin	0
3290	We won't be going back anytime soon!	0
3291	The shrimp tender and moist.	1
3292	I could barely stomach the meal, but didn't complain because it was a business lunch.	0
3293	Their steaks are 100% recommended!	1
3294	haywir	0
3295	feign	0
3296	eyecatch	1
3297	crowded	0
3298	restrict	0
3299	wrought	0
3300	fan	1
3301	The staff is great, the food is delish, and they have an incredible beer selection.	1
3302	flee	0
3303	This place is overpriced, not consistent with their boba, and it really is OVERPRICED!	0
3304	fatigu	0
3305	well-mad	1
3306	feature-rich	1
3307	unscrupul	0
3308	chore	0
3309	revit	1
3310	overact	0
3311	hellion	0
3312	For that price I can think of a few place I would have much rather gone.	0
3313	plight	0
3314	I guess I should have known that this place would suck, because it is inside of the Excalibur, but I didn't use my common sense.	0
3315	intimid	0
3316	bleakli	0
3317	flicker	0
3318	unjustifi	0
3319	The burger had absolutely no flavor - the meat itself was totally bland, the burger was overcooked and there was no charcoal flavor.	0
3320	extran	0
3321	The only downside is the service.	0
3322	hell	0
3323	musti	0
3324	thrifti	1
3325	magnific	1
3326	suck	0
3327	prolif	1
3328	state-of-the-art	1
3329	swank	1
3330	orderli	1
3331	redeem	1
3332	The service was a little slow , considering that were served by 3 people servers so the food was coming in a slow pace.	0
3333	deserv	1
3334	fictiti	0
3335	The food was outstanding and the prices were very reasonable.	1
3336	brillianc	1
3337	boister	0
3338	Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.	0
3339	respit	1
3340	anti-	0
3341	worsen	0
3342	brutal	0
3343	groundless	0
3344	heroic	1
3345	bedlamit	0
3346	My ribeye steak was cooked perfectly and had great mesquite flavor.	1
3347	Honeslty it didn't taste THAT fresh.)	0
3348	insignific	0
3349	The selection was probably the worst I've seen in Vegas.....there was none.	0
3350	domin	1
3351	bereav	0
3352	drown	0
3353	farfetch	0
3354	covet	0
3355	grumpili	0
3356	hearten	1
3357	The steak was amazing...rge fillet relleno was the best seafood plate i have ever had!	1
3358	gratif	1
3359	won	1
3360	choler	0
3361	unimagin	0
3362	torrent	0
3363	devil	0
3364	I was disgusted because I was pretty sure that was human hair.	0
3365	gibe	0
3366	expans	1
3367	hothous	0
3368	prevar	0
3369	stumbl	0
3370	skeptic	0
3371	persever	1
3372	excruciatingli	0
3373	- They never brought a salad we asked for.	0
3374	killer	0
3375	calm	1
3376	I had a pretty satifying experience.	1
3377	luxuri	1
3378	deplor	0
3379	saver	1
3380	irrepress	0
3381	We recently witnessed her poor quality of management towards other guests as well.	0
3382	sustain	1
3383	gloriou	1
3384	eye-catch	1
3385	joy	1
3386	radianc	1
3387	lucki	1
3388	startl	0
3389	Pretty awesome place.	1
3390	A lady at the table next to us found a live green caterpillar In her salad.	0
3391	immobil	0
3392	pretend	0
3393	laughingstock	0
3394	reward	1
3395	foul	0
3396	nightmarish	0
3397	intuit	1
3398	enlighten	1
3399	The real disappointment was our waiter.	0
3400	Last night was my second time dining here and I was so happy I decided to go back!	1
3401	The folks at Otto always make us feel so welcome and special.	1
3402	If there were zero stars I would give it zero stars.	0
3403	vagu	0
3404	glowingli	1
3405	If you're not familiar, check it out.	1
3406	long-last	1
3407	jolli	1
3408	flutter	1
3409	fractur	0
3410	feverish	0
3411	It's like a really sexy party in your mouth, where you're outrageously flirting with the hottest person at the party.	1
3412	irrevers	0
3413	interfer	0
3414	stuck	0
3415	cunt	0
3416	anem	0
3417	pamperedli	1
3418	strang	0
3419	acrimoni	0
3420	The menu had so much good stuff on it i could not decide!	1
3421	sweati	0
3422	insouci	0
3423	implic	0
3424	Very very fun chef.	1
3425	suffici	1
3426	nice	1
3427	faulti	0
3428	god-aw	0
3429	adroit	1
3430	fatal	0
3431	gutter	0
3432	fluent	1
3433	Today is the second time I've been to their lunch buffet and it was pretty good.	1
3434	decad	0
3435	Service is quick and friendly.	1
3436	braggart	0
3437	unbeliev	0
3438	loud	0
3439	besieg	0
3440	dehuman	0
3441	crummi	0
3442	flagrantli	0
3443	prompt	1
3444	blame	0
3445	jeopard	0
3446	The Han Nan Chicken was also very tasty.	1
3447	egotist	0
3448	wrong	0
3449	knock	0
3450	margin	0
3451	But the service was beyond bad.	0
3452	outsmart	1
3453	cocki	0
3454	recommend	1
3455	prestigi	1
3456	abolish	0
3457	trape	0
3458	decent	1
3459	thrift	1
3460	Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.	1
3461	insecur	0
3462	hothead	0
3463	deviou	0
3464	nightmarishli	0
3465	disintegr	0
3466	I was seated immediately.	1
3467	unintellig	0
3468	dilig	1
3469	havoc	0
3470	straightforward	1
3471	altruist	1
3472	I think not again	0
3473	valor	1
3474	thrill	1
3475	fever	0
3476	uphold	1
3477	We were promptly greeted and seated.	1
3478	interrupt	0
3479	sulk	0
3480	sweeten	1
3481	spoilag	0
3482	"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed."	0
3483	rebelli	0
3484	contradictori	0
3485	celebr	1
3486	The price is reasonable and the service is great.	1
3487	lucidli	1
3488	prospro	1
3489	troublemak	0
3490	whine	0
3491	seedi	0
3492	We won't be going back.	0
3493	divis	0
3494	sabotag	0
3495	treacher	0
3496	This place deserves one star and 90% has to do with the food.	0
3497	grumpish	0
3498	deadbeat	0
3499	derogatori	0
3500	pluse	1
3501	smoother	1
3502	forebodingli	0
3503	bewitch	0
3504	Nice, spicy and tender.	1
3505	antagon	0
3506	feckless	0
3507	risk	0
3508	Nargile - I think you are great.	1
3509	ecstat	1
3510	blockag	0
3511	torment	0
3512	brazenli	0
3513	That's right....the red velvet cake.....ohhh this stuff is so good.	1
3514	awesom	1
3515	untest	0
3516	gloatingli	0
3517	irretriev	0
3518	finer	1
3519	well-receiv	1
3520	fleer	0
3521	sneakili	0
3522	luckier	1
3523	Also, I feel like the chips are bought, not made in house.	0
3524	implaus	0
3525	bigotri	0
3526	Mediocre food.	0
3527	outdo	1
3528	Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.	0
3529	shrivel	0
